TABLENAME,COLUMNNAME,FLDNAME,LKP_TABLE,LKP_COLUMN,LKP_DISPLAY_COLUMN
LIABLTY,S_LIENPS,Debt Lien Position,L_SYMBOL,Debt Lien Position,ALIAS
LIABLTY,S_MTG_TYPE,Debt Mortgage Type,L_SYMBOL,Debt Mortgage Type,ALIAS
LIABLTY,S_PAYPER,Debt Period,L_SYMBOL,Debt Period,ALIAS
LN_CATSTAT,S_CATSTAT,Category Status,L_SYMBOL,Category Status,ALIAS
LN_TRKDOC,S_DOC_RESP_PRTY,Responsible Party,L_SYMBOL,Responsible Party,ALIAS
LN_TRKDOCH,RESPARTY,Responsible Party,L_SYMBOL,Responsible Party,ALIAS
LN_TRKDOCH,S_DOCLOCATION,Document Location,L_SYMBOL,Document Location,ALIAS
LN_TRKDOCH,S_DOCSTATUS,Document Status,L_SYMBOL,Document Status,ALIAS
LOANQUEUE,PPPTYPE,Prepay Penalty Type,L_SYMBOL,Prepay Penalty Type,ALIAS
LOANQUEUE,QUALCODE,Program,L_SYMBOL,Program,ALIAS
LOANQUEUE,S_LIENPO,Lien Position,L_SYMBOL,Lien Position,ALIAS
LOANQUEUE,S_MICODE,MI Code,L_SYMBOL,MI Code,ALIAS
LOANQUEUE,S_PROD,Loan Type,L_SYMBOL,Loan Type,ALIAS
LOANQUEUE,S_PRPTYP,Property,L_SYMBOL,Property,ALIAS
LOANQUEUE,S_PURP,Purpose,L_SYMBOL,Purpose,ALIAS
LOANQUEUE,S_RESTYP,Occupancy,L_SYMBOL,Occupancy,ALIAS
LOANSERVC,S_INV_REMIT_TYPE,Inv Remittance Type,L_SYMBOL,Inv Remittance Type,ALIAS
LOWMOD,PRODUCT,DU Comm Lend Product,L_SYMBOL,DU Comm Lend Product,ALIAS
LOWMOD,S_COMMSEC,DU4 Comm Sec. Struct,L_SYMBOL,DU4 Comm Sec. Struct,ALIAS
LOWMOD,S_COUNSEL_INDICATOR,CounselIndicator,L_SYMBOL,CounselIndicator,ALIAS
LP2_INFO,S_CREDITCOMPANY,LP Merged Cred Cmpny,L_SYMBOL,LP Merged Cred Cmpny,ALIAS
LP2_INFO,S_PRP_METHOD,UW Prop Val Mth Type,L_SYMBOL,UW Prop Val Mth Type,ALIAS
LP2_INFO,S_PRPMETHODESC,Prop Val Mt Othr Des,L_SYMBOL,Prop Val Mt Othr Des,ALIAS
LP2_INFO,S_TECHAFFILIATE,Technical Affiliate,L_SYMBOL,Technical Affiliate,ALIAS
LP2E_FMDEF,FMDEF16,LP2 Loan Def4 Option,L_SYMBOL,LP2 Loan Def4 Option,ALIAS
LP2E_LOAN,S_AFFPRD,Affordable Product,L_SYMBOL,Affordable Product,ALIAS
LP2E_LOAN,S_BYDWNC,Buydown Contributor,L_SYMBOL,Buydown Contributor,ALIAS
LPLNSPEC,S_BLDST,Building Status Type,L_SYMBOL,Building Status Type,ALIAS
MAILING,MAILCOUNTRY,Mailing Country,L_SYMBOL,Mailing Country,ALIAS
MANPRP,S_CONDITION,Mfg Condition,L_SYMBOL,Mfg Condition,ALIAS
MANPRP,S_CONV_STATUS,Conv Status,L_SYMBOL,Conv Status,ALIAS
MANPRP,S_LOT_OWN_TYPE,Lot Own Type,L_SYMBOL,Lot Own Type,ALIAS
MANPRP,S_SECURED_PROPTYPE,Secured Prop Type,L_SYMBOL,Secured Prop Type,ALIAS
MCAWINFO,S_BLDSTA,MCAW Building Status,L_SYMBOL,MCAW Building Status,ALIAS
MCAWINFO,S_IDENTITY,Identity Exception,L_SYMBOL,Identity Exception,ALIAS
MI_RENEWAL_PREMIUM,SEQUENCE_TYPE,MIRenewalPremiumSeq,L_SYMBOL,MIRenewalPremiumSeq,ALIAS
MIDATA,CERTTYPE,MI Certificate Type,L_SYMBOL,MI Certificate Type,ALIAS
MIDATA,COVERTYPE,MI Coverage Type,L_SYMBOL,MI Coverage Type,ALIAS
MIDATA,DURACODE,MI Duration Code,L_SYMBOL,MI Duration Code,ALIAS
MIDATA,RENEWAL_CALC_TYPE,MI Renewal Calc Type,L_SYMBOL,MI Renewal Calc Type,ALIAS
MIDATA,S_MI_PREMIUM_AT_CLOSING_TYP,MI Initial Prem Typ,L_SYMBOL,MI Initial Prem Typ,ALIAS
MIDATA,S_MI_RATE_PLAN_TYPE,MIRatePlanTyp,L_SYMBOL,MIRatePlanTyp,ALIAS
MIDATA,S_MIAPPTYPE,MI Application Type,L_SYMBOL,MI Application Type,ALIAS
MIDATA,S_MICODE,MI Code,L_SYMBOL,MI Code,ALIAS
MIDATA,S_MIPREM_REFUND_TYPE,MIPremiumRefund Type,L_SYMBOL,MIPremiumRefund Type,ALIAS
MIDATA,S_MIPRMS,MI Premium Source,L_SYMBOL,MI Premium Source,ALIAS
MIDATA,S_MISTRM,MI Stream,L_SYMBOL,MI Stream,ALIAS
PREVRES,S_LIVE_RENT_FREE_ENUMS,PrevLivRentFreeEnums,L_SYMBOL,PrevLivRentFreeEnums,ALIAS
PREVRES,S_OWNRNT,BA Own Rights,L_SYMBOL,BA Own Rights,ALIAS
PREVRES,S_RES_UNIT_TYPE,Previous Unit Type,L_SYMBOL,Previous Unit Type,ALIAS
PRODUCT,S_203KTYPE,203K Type,L_SYMBOL,203K Type,ALIAS
PRODUCT,S_AMORT_SUB_TYPE,Amortization SubType,L_SYMBOL,Amortization SubType,ALIAS
PRODUCT,S_AMTYPE,Amortization Type,L_SYMBOL,Amortization Type,ALIAS
PRODUCT,S_BALLOON_TYPE,Balloon Type,L_SYMBOL,Balloon Type,ALIAS
PRODUCT,S_BYDOWN,Buydown,L_SYMBOL,Buydown,ALIAS
PRODUCT,S_LCKTYP,Lock Type,L_SYMBOL,Lock Type,ALIAS
PRODUCT,S_LTYPE,Loan Type,L_SYMBOL,Loan Type,ALIAS
PRODUCT,S_MIPLAN,MI Plan,L_SYMBOL,MI Plan,ALIAS
PRODUCT,S_MORTGAGETYPE,Mortgage Type,L_SYMBOL,Mortgage Type,ALIAS
PRODUCT,S_PMTSTR,Payment Stream,L_SYMBOL,Payment Stream,ALIAS
PRODUCT,S_PPY_FILTER,PPY Filter,L_SYMBOL,PPY Filter,ALIAS
PRODUCT,S_PRICING_CHANNEL,Pricing Channel,L_SYMBOL,Pricing Channel,ALIAS
PRODUCT,S_PROD,Product,L_SYMBOL,Product,ALIAS
PRODUCT,S_PROD_PRICE_ENGINE,Prod Pricing Engine,L_SYMBOL,Prod Pricing Engine,ALIAS
PRODUCT,S_PROD_PRICE_ENGINE_OVR,ProdPrice Engine Ovr,L_SYMBOL,ProdPrice Engine Ovr,ALIAS
PRODUCT,S_PROGRM,Program,L_SYMBOL,Program,ALIAS
PRODUCT,S_QRATE,QR Description,L_SYMBOL,QR Description,ALIAS
PRODUCT,S_QUALMETHODOVR,Qualify Method Ovr,L_SYMBOL,Qualify Method Ovr,ALIAS
PRODUCT,S_RATIO,Ratios,L_SYMBOL,Ratios,ALIAS
REOWNED,S_ACCOUNT_OWNERSHIP,REOAccountOwnership,L_SYMBOL,REOAccountOwnership,ALIAS
REOWNED,S_ONRSHP,RE Own Rights,L_SYMBOL,RE Own Rights,ALIAS
REOWNED,S_REO_CURR_PROP_USAGE,REO Curr Prop Usage,L_SYMBOL,REO Curr Prop Usage,ALIAS
REOWNED,S_REO_INTEND_OCCUPANCY,REO Intend Occupancy,L_SYMBOL,REO Intend Occupancy,ALIAS
REOWNED,S_REOPST,REO Status,L_SYMBOL,REO Status,ALIAS
REOWNED,S_REOTYP,REO Type,L_SYMBOL,REO Type,ALIAS
REOWNED,UNITTYPEREO,REO Unit Type,L_SYMBOL,REO Unit Type,ALIAS
REOWNED,VERIF_DEBT_TYPE,REODebtVerifyType,L_SYMBOL,REODebtVerifyType,ALIAS
REOWNED,VERIF_INCOME_TYPE,REOIncomeVerifyType,L_SYMBOL,REOIncomeVerifyType,ALIAS
SELLER,S_BOR_SELLER_OPTION,BorSellerOptn,L_SYMBOL,BorSellerOptn,ALIAS
SELLER,S_IDENTIFICATION_TYPE,Seller ID Type,L_SYMBOL,Seller ID Type,ALIAS
SELLER,S_SEL_UNIT_TYPE,Seller Unit Type,L_SYMBOL,Seller Unit Type,ALIAS
SELLR_REPRESEN_INFO,S_SLR_CAP_TYPE,SlrRepCapType,L_SYMBOL,SlrRepCapType,ALIAS
SELLR_REPRESEN_INFO,S_SLR_ENTY_TYPE,SlrRepEntyType,L_SYMBOL,SlrRepEntyType,ALIAS
SERVICNG,S_SERVICING_STATUS,ServicingStatus,L_SYMBOL,ServicingStatus,ALIAS
SERVICNG,SERVICING_TYPE,Servicing Type,L_SYMBOL,Servicing Type,ALIAS
STSLICNS,S_CLSCD,Class Code,L_SYMBOL,Class Code,ALIAS
STSPECFC,WI_TAX_OPTION,WI Tax Option Code,L_SYMBOL,WI Tax Option Code,ALIAS
SUBJPRP,PROP_TITLE_CATEGORY_TYPE,LN Prop Title Type,L_SYMBOL,LN Prop Title Type,ALIAS
SUBJPRP,RENTINC_VERIFY_TYPE,RentalVerifyType,L_SYMBOL,RentalVerifyType,ALIAS
SUBJPRP,S_APPRMTHDREQ,ApprMethodReqrd,L_SYMBOL,ApprMethodReqrd,ALIAS
SUBJPRP,S_ATTACHMENT_TYPE,Attachment Type,L_SYMBOL,Attachment Type,ALIAS
SUBJPRP,S_CATEGORYTYPE,CategoryType,L_SYMBOL,CategoryType,ALIAS
SUBJPRP,S_CONDO_PROJECT_STATUS,Condo Project Status,L_SYMBOL,Condo Project Status,ALIAS
SUBJPRP,S_DPAYMT,Down Payment Type,L_SYMBOL,Down Payment Type,ALIAS
SUBJPRP,S_DPAYMTNM,Down Payment Type NM,L_SYMBOL,Down Payment Type NM,ALIAS
SUBJPRP,S_FNMPRJCLS,FNMProject Class,L_SYMBOL,FNMProject Class,ALIAS
SUBJPRP,S_FREPRJCLS,FREProject Class,L_SYMBOL,FREProject Class,ALIAS
SUBJPRP,S_LIENHO,Lien Holder,L_SYMBOL,Lien Holder,ALIAS
SUBJPRP,S_LIENPO,Lien Position,L_SYMBOL,Lien Position,ALIAS
SUBJPRP,S_NATIVEAMERICANLANDSTYPE,NatAmericanLandsType,L_SYMBOL,NatAmericanLandsType,ALIAS
SUBJPRP,S_PRJCLS,Project Class,L_SYMBOL,Project Class,ALIAS
SUBJPRP,S_PROJ_ATTACH_TYPE,Proj Attachment Type,L_SYMBOL,Proj Attachment Type,ALIAS
SUBJPRP,S_PROJ_CLASS_ID_FNM,Project Class ID FNM,L_SYMBOL,Project Class ID FNM,ALIAS
SUBJPRP,S_PROJ_CLASS_ID_FRE,Project Class ID FRE,L_SYMBOL,Project Class ID FRE,ALIAS
SUBJPRP,S_PROJECT_DESIGN_TYPE,Project Design Type,L_SYMBOL,Project Design Type,ALIAS
SUBJPRP,S_PROJECTCLASSTYPE,ProjectClassType,L_SYMBOL,ProjectClassType,ALIAS
SUBJPRP,S_PROJECTDESIGNTYPE,ProjectDesignType,L_SYMBOL,ProjectDesignType,ALIAS
SUBJPRP,S_PRPTYP,Property,L_SYMBOL,Property,ALIAS
SUBJPRP,S_PURP,Purpose,L_SYMBOL,Purpose,ALIAS
SUBJPRP,S_RESTYP,Occupancy,L_SYMBOL,Occupancy,ALIAS
SUBJPRP,S_STRUCTURETYPE,Structure Type,L_SYMBOL,Structure Type,ALIAS
SUBJPRP,S_SUBJUNITTYPE,Property Unit Type,L_SYMBOL,Property Unit Type,ALIAS
SUBJPRP,S_TRSTYP,Type of Trust,L_SYMBOL,Type of Trust,ALIAS
SUBJPRP,S_UNIQUEDWELLINGTYPE,UniqueDwellingType,L_SYMBOL,UniqueDwellingType,ALIAS
SUBJPRP,S_UNITOWNERSHIPTYPE,Unit Ownership Type,L_SYMBOL,Unit Ownership Type,ALIAS
SUBJPRP,SUBJESTE,SP Own Rights,L_SYMBOL,SP Own Rights,ALIAS
SUBJPRP,SUBJMHLD,Manner Held,L_SYMBOL,Manner Held,ALIAS
SUMIPLAN,CERTTYPE,MI Setup Cert Type,L_SYMBOL,MI Setup Cert Type,ALIAS
SUMIPLAN,COVTYPE,MI Setup Cover Type,L_SYMBOL,MI Setup Cover Type,ALIAS
SUMIPLAN,DURATION,MI Setup Duration,L_SYMBOL,MI Setup Duration,ALIAS
SUMIPLAN,S_MI_PREMIUM_AT_CLOSING,MISetUpInitPremTyp,L_SYMBOL,MISetUpInitPremTyp,ALIAS
SUMIPLAN,S_MI_PREMIUM_RATE_PLAN,MISetUpRatePlanTyp,L_SYMBOL,MISetUpRatePlanTyp,ALIAS
SUMIPLAN,S_MI_PREMIUM_SOURCE,MISetUpPremSrc,L_SYMBOL,MISetUpPremSrc,ALIAS
SUMIPLAN,S_MI_RENEWAL_CALC_TYPE,MISetUpRenCalcTyp,L_SYMBOL,MISetUpRenCalcTyp,ALIAS
TILINFO,PPPTYPE,Prepay Penalty Type,L_SYMBOL,Prepay Penalty Type,ALIAS
TILINFO,S_LATECHARGETYPE,Late Charge Type,L_SYMBOL,Late Charge Type,ALIAS
TILINFO,S_PPPOPT,Prepay Pen Option,L_SYMBOL,Prepay Pen Option,ALIAS
TILINFO,S_TIL2011_OVRD,Use 2011 TIL Ovrd,L_SYMBOL,Use 2011 TIL Ovrd,ALIAS
TRACKING,PURPOSE_TYPE,Loan Purpose Type,L_SYMBOL,Loan Purpose Type,ALIAS
TRACKING,S_BUSCHL,Business Channel,L_SYMBOL,Business Channel,ALIAS
TRACKING,S_CASE_STATUS,AUS Case Status,L_SYMBOL,AUS Case Status,ALIAS
TRACKING,S_CHANNEL_SOURCE_CODE,Channel Source Codes,L_SYMBOL,Channel Source Codes,ALIAS
TRACKING,S_COPT1,Client Option 1,L_SYMBOL,Client Option 1,ALIAS
TRACKING,S_COPT3,Client Option 3,L_SYMBOL,Client Option 3,ALIAS
TRACKING,S_COPT5,Client Option 5,L_SYMBOL,Client Option 5,ALIAS
TRACKING,S_COPT7,Client Option 7,L_SYMBOL,Client Option 7,ALIAS
TRACKING,S_COPT9,Client Option 9,L_SYMBOL,Client Option 9,ALIAS
TRACKING,S_CRDGRDAP,Credit Grd Current,L_SYMBOL,Credit Grd Current,ALIAS
TRACKING,S_CRDGRDRQ,Credit Grd Requested,L_SYMBOL,Credit Grd Requested,ALIAS
TRACKING,S_DELTERMS,Delivery Terms,L_SYMBOL,Delivery Terms,ALIAS
TRACKING,S_DOCLEVEL,Documentation Level,L_SYMBOL,Documentation Level,ALIAS
TRACKING,S_IVMETH,Method of Interview,L_SYMBOL,Method of Interview,ALIAS
TRACKING,S_QUALITY,Credit Quality,L_SYMBOL,Credit Quality,ALIAS
TRACKING,S_REPAY,Loan Repayment Type,L_SYMBOL,Loan Repayment Type,ALIAS
TRSTENTS,S_TRUST_UNIT_TYPE,Trust Unit Type,L_SYMBOL,Trust Unit Type,ALIAS
TRUSTS,S_TRSTYP,Type of Trust,L_SYMBOL,Type of Trust,ALIAS
UNDCOND1,QUALCODE,Eligibility,L_SYMBOL,Eligibility,ALIAS
UNDCOND1,S_CREDSCORE_OVERRIDE_REASON,CreditScoreOvrReason,L_SYMBOL,CreditScoreOvrReason,ALIAS
UNDCOND1,S_DISPOSITION,Disposition,L_SYMBOL,Disposition,ALIAS
UNDCOND1,S_TRGTINV,Target Investor,L_SYMBOL,Target Investor,ALIAS
UNDCOND2,ERRORCAUSEBY,Error Caused By,L_SYMBOL,Error Caused By,ALIAS
UNDCOND2,RESPONSIBLE_P,Responsible Party,L_SYMBOL,Responsible Party,ALIAS
UNDCOND2,S_COMFLG,UW Compliance Flag,L_SYMBOL,UW Compliance Flag,ALIAS
UNDCOND2,S_CONDITION_SRC,Condition Source,L_SYMBOL,Condition Source,ALIAS
UNDCOND2,S_UNDTYP,UW Type Condition,L_SYMBOL,UW Type Condition,ALIAS
UWAPPR,APPRVALUEINDICATOR,Appr Value Indicator,L_SYMBOL,Appr Value Indicator,ALIAS
UWAPPR,INV_COLL_PROG_ID,InvCollateralProgId,L_SYMBOL,InvCollateralProgId,ALIAS
UWAPPR,S_APPRFORMTYPE,UW Apprsl Form Type,L_SYMBOL,UW Apprsl Form Type,ALIAS
UWAPPR,S_APPRMETH,ACO Appraisal Method,L_SYMBOL,ACO Appraisal Method,ALIAS
UWAPPR,S_APPRTYPE,UW Appraisal Type,L_SYMBOL,UW Appraisal Type,ALIAS
UWAPPR,S_AVM,AVM Model Name,L_SYMBOL,AVM Model Name,ALIAS
UWAPPR,S_AVMOTH,AVM Model Name Other,L_SYMBOL,AVM Model Name Other,ALIAS
UWAPPR,S_HOA_FEES_PERIOD_TYPE,ApprHOAFeesperiodTyp,L_SYMBOL,ApprHOAFeesperiodTyp,ALIAS
UWAPPR,S_LVLPRPRVW,UW Appr Inspect Type,L_SYMBOL,UW Appr Inspect Type,ALIAS
UWAPPR,S_PRPFORMTYPE,UW Prop Val Frm Type,L_SYMBOL,UW Prop Val Frm Type,ALIAS
UWAPPR,S_PRPMETHODTYPE,UW Prop Val Mth Type,L_SYMBOL,UW Prop Val Mth Type,ALIAS
UWAPPR,S_STATUS,ApprStatus,L_SYMBOL,ApprStatus,ALIAS
VASUMMRY,AUS_TYPE,VA Aus Type,L_SYMBOL,VA Aus Type,ALIAS
VASUMMRY,LOANCODE,VA Loan Code,L_SYMBOL,VA Loan Code,ALIAS
VASUMMRY,RISK_CLASS,VA Risk Class,L_SYMBOL,VA Risk Class,ALIAS
VASUMMRY,S_HYBRID,Hybrid ARM Type,L_SYMBOL,Hybrid ARM Type,ALIAS
VETINFO,S_BRANCH,Branch of Service,L_SYMBOL,Branch of Service,ALIAS
VETINFO,S_OBRCH1,Branch of Service 2,L_SYMBOL,Branch of Service 2,ALIAS
VETINFO,S_OBRCH2,Branch of Service 3,L_SYMBOL,Branch of Service 3,ALIAS
VETINFO,S_OBRCH3,Branch of Service 4,L_SYMBOL,Branch of Service 4,ALIAS
WEATHERIZATION,S_WTHRDES,WeatherizationDesc,L_SYMBOL,WeatherizationDesc,ALIAS
WG_ADDITIONAL_LINKS,S_BUSCHL,Bus Channel,L_SYMBOL,Bus Channel,ALIAS
WG_APP_DEPOSIT,S_CCARD_TYPE,CCard Type,L_SYMBOL,CCard Type,ALIAS
WG_APP_DEPOSIT,S_METHOD,Collected Method,L_SYMBOL,Collected Method,ALIAS
WG_APP_DEPOSIT,S_PAIDBY,Fee Paid By,L_SYMBOL,Fee Paid By,ALIAS
WG_APP_DEPOSIT,S_PAYMENT_TYPE,App Dep Payment Type,L_SYMBOL,App Dep Payment Type,ALIAS
WG_APPLICATION_DETAILS,S_APP_IMPORT_STATUS,App Import Status,L_SYMBOL,App Import Status,ALIAS
WG_ASSET,S_ASSET_PURPOSE,Asset Purpose,L_SYMBOL,Asset Purpose,ALIAS
WG_ASSET,S_ASSET_TYPE,Asset Type,L_SYMBOL,Asset Type,ALIAS
WG_ASSET_ACCT,S_ACCT_OWNERSHIP,Account Ownership,L_SYMBOL,Account Ownership,ALIAS
WG_ASSET_MARINE_ENG,S_ENGINE_COLOR,Marine Eng Color,L_SYMBOL,Marine Eng Color,ALIAS
WG_ASSET_MARINE_ENG,S_ENGINE_MFG,Marine Eng Mfg,L_SYMBOL,Marine Eng Mfg,ALIAS
WG_ASSET_MARINE_ENG,S_MULTIENGINETYPE,Boat MultiEngine Typ,L_SYMBOL,Boat MultiEngine Typ,ALIAS
WG_ASSET_VEHICLE,S_CNRE_OWNERSHIP,CNRE Ownership,L_SYMBOL,CNRE Ownership,ALIAS
WG_ASSET_VEHICLE,S_COLOR,Vehicle Color,L_SYMBOL,Vehicle Color,ALIAS
WG_ASSET_VEHICLE,S_DAMAGE_TYPE,Coll Damage Type,L_SYMBOL,Coll Damage Type,ALIAS
WG_ASSET_VEHICLE,S_FUEL_TYPE,Fuel Type,L_SYMBOL,Fuel Type,ALIAS
WG_ASSET_VEHICLE,S_GV_WEIGHT_RATING,GV Weight Rate,L_SYMBOL,GV Weight Rate,ALIAS
WG_ASSET_VEHICLE,S_TRANSF_AS,Coll Transferred As,L_SYMBOL,Coll Transferred As,ALIAS
WG_ASSET_VEHICLE,S_TRANSF_TO,Coll Transferred To,L_SYMBOL,Coll Transferred To,ALIAS
WG_ASSET_VEHICLE,S_VEHICLE_CONDITION,Vehicle Condition,L_SYMBOL,Vehicle Condition,ALIAS
WG_ASSET_VHCL_AUTO,S_GENERIC_BODY_STYLE,Generic Body Style,L_SYMBOL,Generic Body Style,ALIAS
WG_ASSET_VHCL_AUTO,S_MTRCYCLESTYLE,MtrCycleStyle,L_SYMBOL,MtrCycleStyle,ALIAS
WG_ASSET_VHCL_MARINE,S_ENGINE_DRIVE,Engine Drive,L_SYMBOL,Engine Drive,ALIAS
WG_ASSET_VHCL_MARINE,S_FUEL_TYPE,Boat Fuel,L_SYMBOL,Boat Fuel,ALIAS
WG_ASSET_VHCL_MARINE,S_HULL_MATERIAL,Boat Material,L_SYMBOL,Boat Material,ALIAS
WG_ASSET_VHCL_MARINE,S_MANUF_TYPE,Boat Manuf Type,L_SYMBOL,Boat Manuf Type,ALIAS
WG_ASSET_VHCL_MARINE,S_MARINE_TYPE,Boat Type,L_SYMBOL,Boat Type,ALIAS
WG_ASSET_VHCL_MARINE,S_PRIMARY_USE,Primary Use,L_SYMBOL,Primary Use,ALIAS
WG_ASSET_VHCL_MARINE,S_PROPULSION_TYPE,Boat Propulsion,L_SYMBOL,Boat Propulsion,ALIAS
WG_ASSET_VHCL_RV,S_CATEGORY,RV Category,L_SYMBOL,RV Category,ALIAS
WG_ASSET_VHCL_RV,S_MODEL_TYPE,RV Model Type,L_SYMBOL,RV Model Type,ALIAS
WG_ASSET_VHCL_TRAILER,S_AXLE_TYPE,Trailer Axles,L_SYMBOL,Trailer Axles,ALIAS
WG_ASSET_VHCL_VALUATION,S_CLEAN_LEVEL,Clean Level,L_SYMBOL,Clean Level,ALIAS
WG_ASSET_VHCL_VALUATION,S_USE_FOR_LOAN_VAL,Use for Loan Val,L_SYMBOL,Use for Loan Val,ALIAS
WG_ASSET_VHCL_VALUATION,S_VALUATION_SOURCE,Valuation Source,L_SYMBOL,Valuation Source,ALIAS
WG_AUTO_DEBIT,S_AD_ACCT_TYPE,AD Account Type,L_SYMBOL,AD Account Type,ALIAS
WG_B2B_LOAN_STATUS,S_B2B_LOAN_STATUS,B2BLoanStatus,L_SYMBOL,B2BLoanStatus,ALIAS
WG_B2G_SETUP,ENFORCE_WORKFLOW,B2GEnforceWorkflow,L_SYMBOL,B2GEnforceWorkflow,ALIAS
WG_B2G_SETUP,LOAN_OPEN_ACTION,B2GLoanOpenAction,L_SYMBOL,B2GLoanOpenAction,ALIAS
WG_BOR_VERIFICATN_PROVDRS_LPA,S_LPA_SERVICE_COM_CODE,LPAServCompanyCode,L_SYMBOL,LPAServCompanyCode,ALIAS
WG_BOR_VERIFICATN_PROVDRS_LPA,S_LPA_SERVICE_VER_TYP,LPAServiceType,L_SYMBOL,LPAServiceType,ALIAS
WG_BORR_DISB_ACCT,S_ACCT_TYPE,DisbAccType,L_SYMBOL,DisbAccType,ALIAS
WG_BORR_INCOME_SRC_INTERNAL,S_INTRL_INCOMETYPE,Income Type,L_SYMBOL,Income Type,ALIAS
WG_BORR_INCOME_SRC_PAY_EARN,S_PAYITEM,Earning Income Type,L_SYMBOL,Earning Income Type,ALIAS
WG_BORR_INCOME_SRC_WRTN_VOE,S_YTD_GROSS_PAY_FREQUENCY,WVOEYTDPayFreq,L_SYMBOL,WVOEYTDPayFreq,ALIAS
WG_BORR_INCOME_SRC_WRTN_VOE,YTD_GROSS_PAY_PERIOD,WVOEYTDPayPeriod,L_SYMBOL,WVOEYTDPayPeriod,ALIAS
WG_BORR_VERIFICATN_PROVDRS,S_DU_SERVICE_PRO_NAME,ServiceProviderName,L_SYMBOL,ServiceProviderName,ALIAS
WG_BORR_VERIFICATN_PROVDRS,S_DU_VERI_TYPE,DU Veri Report Type,L_SYMBOL,DU Veri Report Type,ALIAS
WG_BORROWER_COUNSELING,S_CMPL_IN_LAST_12_MONTHS,HomeCounsel Ind,L_SYMBOL,HomeCounsel Ind,ALIAS
WG_BORROWER_COUNSELING,S_COUNSEL_FORMAT,HomeCounsel Format,L_SYMBOL,HomeCounsel Format,ALIAS
WG_BORROWER_COUNSELING,S_HOMEEDUC_FORMAT,HomeEducationFormat,L_SYMBOL,HomeEducationFormat,ALIAS
WG_BORROWER_DUEDILIGENCE,PEPCUSTRELATION,PepCustRelation,L_SYMBOL,PepCustRelation,ALIAS
WG_BORROWER_DUEDILIGENCE,PEPPOSITION,PepPosition,L_SYMBOL,PepPosition,ALIAS
WG_BORROWER_DUEDILIGENCE,VISASTATUS,Visastatus,L_SYMBOL,Visastatus,ALIAS
WG_BORROWER_GUARANTOR,ORGANIZATION_TYPE,Organization Type,L_SYMBOL,Organization Type,ALIAS
WG_BORROWER_GUARANTOR,S_APPLICABLE_TO,APPLICABLEGUARANTY,L_SYMBOL,APPLICABLEGUARANTY,ALIAS
WG_BORROWER_GUARANTOR,S_REP_ENTITY_CAPACITY,Rep Ent Capacity,L_SYMBOL,Rep Ent Capacity,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_CONTROL_TYPE,BRM Field Cntrl Type,L_SYMBOL,BRM Field Cntrl Type,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_FORMAT,BRM Field Format,L_SYMBOL,BRM Field Format,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_LIST_SOURCE,BRM Field ListSource,L_SYMBOL,BRM Field ListSource,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_OPERATOR,BRM Operator Type,L_SYMBOL,BRM Operator Type,ALIAS
WG_BRM_DEFN_FIELDS,S_FIELD_STATUS,BRM Field Status,L_SYMBOL,BRM Field Status,ALIAS
WG_BRM_DEFN_GRID,S_GRID_CATEGORY,BRM Grid Category,L_SYMBOL,BRM Grid Category,ALIAS
WG_BRM_DEFN_GRID,S_GRID_STATUS,BRM Grid Status,L_SYMBOL,BRM Grid Status,ALIAS
WG_BRM_DEFN_GRID_DTL,S_GRID_OPERATOR,BRM Operator Type,L_SYMBOL,BRM Operator Type,ALIAS
WG_BRM_DEFN_GRID_DTL,S_GRID_TGT_VAL_SPAN_TYPE,BRM GridTgtValSpnTyp,L_SYMBOL,BRM GridTgtValSpnTyp,ALIAS
WG_BRM_DEFN_GRID_DTL,S_GRID_VERT_HORIZ,BRM Grid Orientation,L_SYMBOL,BRM Grid Orientation,ALIAS
WG_BRM_LKUP_BASE,S_BRM_TYPE,BRM LU Type,L_SYMBOL,BRM LU Type,ALIAS
WG_BRM_LKUP_BASE,S_CAP_CATEGORY,BRM LU Cap Category,L_SYMBOL,BRM LU Cap Category,ALIAS
WG_BRM_LKUP_BASE,S_EFFECTIVITY_RULE,BRM LU Effectivity,L_SYMBOL,BRM LU Effectivity,ALIAS
WG_BRM_LKUP_BASE,S_OVERRIDE_LEVEL,BRM Override Level,L_SYMBOL,BRM Override Level,ALIAS
WG_BRM_LKUP_RULE_BASE,S_OVERRIDE_LEVEL,BRM Override Level1,L_SYMBOL,BRM Override Level1,ALIAS
WG_BRM_LKUP_RULE_FIELD,S_RULE_ITEM_OPERATOR,BRM Operator Type,L_SYMBOL,BRM Operator Type,ALIAS
WG_BRM_LKUP_RULE_ITEMS,S_OVERRIDE_LEVEL,BRM Override Level2,L_SYMBOL,BRM Override Level2,ALIAS
WG_BRM_LKUP_RULE_ITEMS,S_RULE_ITEM_TYPE,BRM RuleItem Type,L_SYMBOL,BRM RuleItem Type,ALIAS
WG_CCS_FEE_CALC_DTL,S_CALC_METHOD,FC Calc Method,L_SYMBOL,FC Calc Method,ALIAS
